ID,X,MolWt_X,LogP_X,NumHDonors_X,NumHAcceptors_X,TPSA_X
DB01353,CCCCC1(CC)C(=O)NC(=O)NC1=O,212.249,0.939,2,3,75.27
DB00737,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,390.958,5.55562,0,2,6.48
DB06153,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,295.451,4.3742,0,2,3.24
DB00611,[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1,327.468,3.3656,2,3,43.7
DB00892,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC,308.422,2.9463,1,5,64.79
DB08815,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,492.689,4.2558,0,6,56.75
DB00228,FC(F)OC(F)(F)C(F)Cl,184.491,2.3528,0,1,9.23
DB00423,COC1=C(OCC(O)COC(N)=O)C=CC=C1,241.243,0.5302,2,5,91.01
DB01618,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,276.38,1.96282,1,3,45.33
DB01267,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,426.492,3.08132,1,7,84.39
DB00341,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,388.895,3.1482,1,4,53.01
DB11609,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,295.426,3.9035,0,2,20.31
DB01614,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,326.465,4.4436,0,4,23.55
DB00914,NC(=N)NC(=N)NCCC1=CC=CC=C1,205.265,0.23654,5,2,97.78
DB01452,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,369.417,1.9886,0,6,65.07
DB09071,CCC(=O)NC[C@@H]1C[C@H]1C1=CC=CC2=C1CCO2,245.322,2.2512,1,2,38.33
DB00623,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,437.531,4.3081,1,5,29.95
DB00854,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,257.377,3.0804,1,2,23.47
DB01297,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,266.341,1.3827,3,4,70.59
DB00166,OC(=O)CCCC[C@@H]1CCSS1,206.332,2.7851,1,3,37.3
DB00104,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,1019.261,-0.8054,13,14,332.22
DB04896,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1,246.354,1.7714,1,2,46.33
DB00960,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,248.326,1.9056,3,3,57.28
DB00866,CC(C)NCC(O)COC1=CC=CC=C1CC=C,249.354,2.1528,2,3,41.49
DB09204,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,371.553,2.8116,3,7,88.24
DB01193,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O,336.432,2.3655,3,5,87.66
DB00489,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,272.37,1.0895,3,4,78.43
DB01214,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1,309.406,2.27486,2,5,67.79
DB01210,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,291.391,2.3334,2,4,58.56
DB00598,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,328.412,2.1354,4,4,95.58
DB01295,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1,345.439,2.58422,2,5,59.95
DB08807,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,380.488,4.46882,2,4,63.35
DB08808,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1,271.788,2.77622,2,3,41.49
DB00187,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,295.379,1.5299,2,5,67.79
DB00521,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,292.379,1.6991,3,4,70.59
DB01359,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,291.435,3.472,2,3,41.49
DB06663,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,1047.227,3.3685,9,11,281.2
DB00195,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,307.434,2.3934,2,4,50.72
DB01203,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2,309.406,0.6348,4,5,81.95
DB00834,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],429.604,5.4065,1,3,40.54
DB01268,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,398.482,3.33494,3,3,77.23
DB01119,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,230.676,1.8726,1,3,58.53
DB00310,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,338.772,0.9242,3,4,109.49
DB00905,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,415.574,3.1469,4,4,89.79
DB01180,[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,634.726,4.5707,1,10,117.78
DB01158,CC[N+](C)(C)CC1=CC=CC=C1Br,243.168,3.0454,0,0,0
DB01021,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,380.662,0.821,3,5,118.36
DB00765,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,195.218,0.7367,3,3,83.55
DB01170,NC(N)=NCCN1CCCCCCC1,198.314,0.5259,2,2,67.64
DB00880,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,295.729,0.1299,2,5,118.69
DB00436,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,421.422,1.6254,3,5,118.36
DB00325,O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,215.941,0.2985,0,7,148.38
DB00287,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,500.554,4.4274,3,6,96.22
DB00692,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,281.359,2.84042,2,4,47.86
DB09242,COC1=NC(C)=NC(Cl)=C1NC1=NCCN1,241.682,0.81812,2,6,71.43
DB00275,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,446.511,3.6566,3,7,129.81
DB00876,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,424.522,4.7444,2,5,92.42
DB06826,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,382.541,4.2553,3,4,94.83
DB04840,NC(=N)N1CCC2=CC=CC=C2C1,175.235,0.93817,2,1,53.11
DB00800,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,305.761,2.7344,4,4,72.72
DB00524,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,365.842,2.71412,2,4,92.5
DB01275,NNC1=NN=CC2=CC=CC=C12,160.18,0.9154,2,4,63.83
DB00217,CN\C(NCC1=CC=CC=C1)=N/C,177.251,0.9814,2,1,36.42
DB00654,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,432.601,4.1864,3,5,86.99
DB01089,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,578.662,4.1625,1,9,108.55
DB00226,NC(N)=NCC1COC2(CCCCC2)O1,213.281,0.3356,2,3,82.86
DB00350,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,209.253,-0.1303,2,5,95.11
DB01324,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,439.89,1.655,2,6,109.57
DB02638,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1227.395,-6.9805,16,19,512.85
DB08932,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,588.282,3.5727,2,8,128.22
DB00999,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,297.745,-0.3513,3,5,118.36
DB00797,C(C1=NCCN1)C1=CC=CC=C1,160.22,1.2308,1,2,24.39
DB00966,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,514.629,7.26442,1,5,72.94
DB00774,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,331.297,0.0141,3,5,118.36
DB09220,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,211.177,0.0197,1,5,94.36
DB00457,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,383.408,1.7846,1,8,106.95
DB00606,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,389.886,1.2295,3,5,118.36
DB01162,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,387.44,1.0568,1,8,103.04
DB09274,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,384.425,2.6024,1,7,100.52
DB06636,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1,717.779,4.58458,2,12,159.37
DB00776,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2,252.273,2.6422,1,2,63.4
DB00956,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,299.37,1.9333,0,4,38.77
DB06717,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,614.411,4.3663,3,7,129.91
DB00957,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,369.505,4.7145,1,4,58.89
DB00550,CCCC1=CC(=O)NC(=S)N1,170.237,1.38499,2,2,48.65
DB04573,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,288.387,2.58,3,3,60.69
DB06713,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO,327.468,4.1437,2,3,52.82
DB00763,CN1C=CNC1=S,114.173,1.08269,1,2,20.72
DB06715,[K+].[I-],166.002,-5.992,0,0,0
DB04575,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3,364.529,5.2284,1,2,29.46
DB00607,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O,414.483,2.4838,2,5,95.94
DB00389,CCOC(=O)N1C=CN(C)C1=S,186.236,1.56069,0,5,36.16
DB00993,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,277.269,1.1458,1,8,115.42
DB00823,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],384.516,4.4259,0,4,52.6
DB01395,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,366.501,4.3059,0,3,43.37
DB01022,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,450.707,9.1576,0,2,34.14
DB01147,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O,435.889,2.54872,2,6,112.74
DB01033,S=C1N=CNC2=C1NC=N2,152.182,1.01549,2,3,57.36
DB00301,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,453.879,2.68782,2,6,112.74
DB00304,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],310.481,4.8697,1,1,20.23
DB00364,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,1558.731,-22.2305,19,54,864.36
DB06730,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,310.437,3.6586,1,2,37.3
DB00485,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,470.334,3.20212,2,6,112.74
DB01408,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,367.446,2.2289,2,6,91.34
DB13139,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,239.315,1.306,4,4,72.72
DB06704,NC(N)=NCC1=CC(I)=CC=C1,275.093,1.0646,2,1,64.4
DB00236,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,356.058,1.2272,0,2,40.62
DB09054,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,415.432,3.7543,2,7,101.38
DB09094,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O,1693.67,8.677,8,32,433.18
DB01030,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,421.453,1.8468,2,8,104.89
DB00523,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,300.442,5.6026,1,1,37.3
DB01217,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,293.374,2.92876,0,5,78.29
DB00855,NCC(=O)CCC(O)=O,131.131,-0.621,2,3,80.39
DB00526,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,397.288,-0.7861,2,6,86.8
DB00631,[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12,303.681,-0.3494,3,8,119.31
DB01042,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,305.205,1.925,2,3,66.56
DB01005,NC(=O)NO,76.055,-0.9561,3,2,75.35
DB00305,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,334.332,-1.6512,3,8,146.89
DB00537,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,331.347,1.5833,2,5,74.57
DB01262,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,228.208,-2.1388,3,8,123.49
DB01157,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,369.425,2.74052,3,8,117.54
DB00432,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,296.201,-0.8039,3,6,104.55
DB00380,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,268.273,-2.7083,2,6,98.82
DB00928,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,244.207,-3.168,4,9,143.72
DB00851,CN(C)\N=N\C1=C(N=CN1)C(N)=O,182.187,0.0689,2,4,99.73
DB06193,NCCNC1=CC=C(NCCN)C2=C1C(=O)C1=C(C=NC=C1)C2=O,325.372,0.5982,4,7,123.13
DB11793,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,320.396,2.5914,2,4,72.94
DB11363,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O,482.628,4.77328,1,5,72.36
DB05294,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,475.362,5.0042,1,6,59.51
DB04868,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,529.526,6.35584,2,7,97.62
DB09031,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,407.576,5.6755,0,4,58.59
DB00548,OC(=O)CCCCCCCC(O)=O,188.223,1.8863,2,2,74.6
DB00014,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,1269.433,-3.1057,17,16,495.89
DB04865,[H][C@@]1(OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@]23CCCN2CCC2=CC4=C(OCO4)C=C2[C@]13[H],545.629,2.5807,2,10,123.99
DB09330,COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C,499.619,4.5098,2,8,87.55
DB05239,OC1(CN(C1)C(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1)[C@@H]1CCCCN1,531.316,3.7811,3,4,64.6
DB00480,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,259.265,0.0298,2,4,92.5
DB00894,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],300.398,3.5899,0,3,43.37
DB09124,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,340.507,5.2797,0,2,34.14
DB11641,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC,816.943,5.0787,2,11,133.87
DB00958,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H],371.25,0.4932,2,6,106.2
DB00488,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,210.285,0.0696,0,6,48.39
DB08896,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,482.821,5.6888,3,4,92.35
DB06813,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,477.481,0.9816,5,9,207.3
DB06819,OC(=O)CCCC1=CC=CC=C1,164.204,2.0939,1,1,37.3
DB09053,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,440.507,4.2173,1,7,99.16
DB00563,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,454.447,0.2684,5,10,210.54
DB00242,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,285.691,-0.2974,3,8,119.31
DB00276,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,393.468,4.5117,2,5,80.32
DB00642,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1,427.417,0.6664,6,6,191.26
DB00791,ClCCN(CCCl)C1=CNC(=O)NC1=O,252.101,0.3472,2,3,68.96
DB00888,CN(CCCl)CCCl,156.056,1.3958,0,1,3.24
DB09074,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,434.471,2.3474,1,4,86.37
DB06626,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,386.48,4.6391,2,4,70.67
DB01280,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,297.271,-1.9714,4,10,148.77
DB01169,O=[As]O[As]=O,197.841,-1.0676,0,3,43.37
DB04845,[H][C@]12C[C@H](NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC[C@@]1(C)O2)C(\C)=C\C1=CSC(C)=N1,506.709,4.05052,3,7,112.05
DB01165,CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,361.373,1.544,1,6,75.01
DB06243,NCCCC(N)(C(F)F)C(O)=O,182.17,-0.2275,3,3,89.34
DB00762,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,586.689,4.0911,1,9,114.2
DB01073,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,285.235,-1.8409,4,9,139.54
DB09143,[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=CC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=N1,485.506,5.82152,1,5,63.69
DB08871,[H][C@@]12CC(=C)[C@]([H])(CC[C@@]3([H])C[C@@H](C)C(=C)[C@@]([H])(C[C@]4([H])O[C@H](C[C@H](O)CN)[C@H](OC)[C@@]4([H])CC(=O)C[C@@]4([H])CC[C@]5([H])O[C@@]6([H])[C@H]7O[C@@]8(C[C@]7([H])O[C@@]6([H])[C@@]([H])(O8)[C@@]5([H])O4)CC1)O3)O2,729.908,3.438,2,12,146.39
DB09269,OC(=O)CC1=CC=CC=C1,136.15,1.3137,1,1,37.3
DB00262,ClCCNC(=O)N(CCCl)N=O,214.052,1.157,1,3,61.77
DB08889,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,719.924,2.5835,4,8,158.47
DB01206,ClCCN(N=O)C(=O)NC1CCCCC1,233.699,2.2509,1,3,61.77
DB00218,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,401.438,2.3705,2,6,83.8
DB11231,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C,536.888,12.938,0,0,0
DB02300,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1,412.614,5.0906,3,3,60.69
DB04839,[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],416.945,4.6076,0,4,60.44
DB06769,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,358.269,3.2646,1,4,58.36
DB08865,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,450.345,5.0377,2,6,77.99
